"PHON","F1","F2","F3","T1","T2","v","v.1","v.2","v.3","v.4","v.5","v.6","v.7","v.8","v.9","v.10","v.11","v.12","v.13","v.14","v.15","v.16","v.17","v.18"
"ee",678.415804454428,2379.6231688789,3107.76467075688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",367.045179917793,2073.46249228061,3073.60254126351,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",408.298639438476,2499.16307810323,3143.20420659668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",364.16354473153,2674.66439024777,3270.94501200829,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ee",659.898262415278,2129.78053557586,2871.49024843607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ee",907.11919740412,1752.57562850085,2649.88476842863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",392.254862867395,2170.39073235824,2872.30730852543,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",517.2552564688,2160.78051090801,2989.56729644565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",463.624300047369,2342.00743996743,3072.89920477951,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",381.179035669964,2654.72146119585,3363.95232371701,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",457.796278979862,2119.68236870407,3048.66587340897,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",392.137650943226,2616.71238774329,3263.88865396638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",491.950784847028,2330.58372151216,2978.90039448887,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",450.667554012045,2415.62117820834,3180.97812901907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ue",316.643660948035,2530.46896776491,3128.16483440704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ee",463.466084189875,2352.10306824732,3007.46142234782,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",447.276803961642,2564.96333409549,3347.0081970806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",515.494108058186,2626.62976305325,3115.57013893918,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"iy",431.349823107763,2302.17524805989,2971.04272331502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",290.015424940692,2573.26765892545,3272.112919617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",399.908544619243,2283.53261504021,2989.32562035026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",467.955411940501,2231.17933283159,2970.00300532398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",368.052063078789,2457.99212252023,3178.54284268246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",405.85530475343,2284.34042524337,3065.17160443191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",393.778042081274,1977.91135459509,2991.58873012527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",799.520724224366,1701.46467094556,2905.52868237455,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",341.3285171668,1809.19855452161,2725.41596841989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",448.678864149642,2056.0260586867,2910.31402387916,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",342.235592012409,2179.26222826978,3088.44496088648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"oe",323.751920687385,2074.88559906082,3024.57076281013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",454.064951222155,2332.13588142888,3086.70436176812,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",336.694047093809,2555.08707454519,3072.57545606366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",421.498205124508,2135.88781540908,2954.1825540718,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"oe",446.495675868737,1672.5967284483,2713.32312768503,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",598.269912814264,1944.56466183631,2890.29187426062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",476.674838203558,2182.38228956806,3075.32622542326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",763.465839017483,1838.37025594562,2934.87520491862,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",458.662093192544,2272.16553119491,3088.61016788087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"oe",570.228157896171,1731.66570901137,2782.66455879189,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",763.697908608389,1716.70921891402,2923.39643811226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",781.814268984416,1845.18142269071,2937.62974389683,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",311.04060795454,2517.0607380243,3143.01717535529,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",537.530990750365,2259.08721448479,3154.87509363032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",291.009836617842,2013.68943371838,2934.44995091391,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",553.985720422741,2021.49202947154,3162.43844788702,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",404.208964342781,2435.08971701764,3173.63016314094,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ue",386.408853755702,2078.00427170625,3251.41720104489,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",464.964589902241,2307.35849936697,2979.48803886429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",385.546292415246,2102.97250207002,2937.74058439799,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",333.430721405423,2358.65653521557,3171.74882306118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",429.731472219456,2313.81415608302,2981.34640473507,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",847.399435648333,1486.4879377841,3225.43597646764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",350.951510724357,2370.92351226792,2935.335517563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",337.845404803942,2257.59706316742,3144.54934382907,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",347.990873224807,1963.18199948943,3002.67545376991,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",282.562562205332,2471.80944363347,2986.41657504071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",288.858865832493,2372.69308371733,3057.15727399046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",266.611525118561,2523.71811632558,3525.27610791642,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",441.142037668281,2451.81441938531,3076.60603658105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",563.811901234551,2148.35179665518,3152.93655651875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",428.455786072091,2350.42230378349,3029.63341743005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",391.531162030002,2220.90622937501,3113.5108201059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"oe",370.623429819261,1712.15046857322,2753.29199233533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",413.924645503668,2242.57567270992,3142.46461696625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",468.160593381632,2103.5892210087,2966.20402469147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ue",308.394318687321,2195.85396479274,2856.74382739373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",265.071364341516,2284.76398579262,3160.14559320961,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",311.498057372444,2377.97578000977,2987.66261526,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",459.545653824785,2377.67883080785,2861.92205662018,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",487.635456113072,2341.72898721218,2742.01523285947,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",367.758984013542,2381.21971515629,2940.31784344339,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",462.493789439954,2265.57022755425,3056.47824196481,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",296.044919713397,2391.08232991979,3130.22294802599,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",345.923887815517,2508.12214895326,3003.94299236148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",395.04174285917,2400.86411538585,2982.20762408413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",323.645607247349,2267.23721974131,3158.26559951652,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",339.52875372895,2553.15159054443,3271.9315123964,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",450.781641457144,2167.39963472955,3009.77181637574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ue",263.261983917092,2195.21267475547,2716.45063348584,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",439.250755846141,2003.22206278419,2855.58974069191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",345.026336040641,2389.07702898703,3105.33281467714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",865.472215410228,1749.25791638451,3192.77180716173,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",341.357833276526,2271.03043290815,2948.33036909536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",836.996785961978,1672.87435404785,2929.59150210776,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",357.728341909067,2271.92273664163,2774.30092630285,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"oe",609.184967958984,1541.35233653776,2869.44261712883,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",466.128381676707,2170.59728563161,3026.58410669133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",505.716355723026,2082.56703930234,2834.98442051436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",393.638001607052,2240.68008566546,3062.0974156826,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",304.062685456468,2495.39151354309,3259.45030826056,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",319.619134529415,2157.34536613205,3584.82785959968,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",433.581505774428,2362.6137676622,2914.31852695342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",313.319916156538,2480.42817854606,3022.23257420111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",431.092175791448,2295.13011411511,3004.58306257712,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",353.785510005924,2342.74261265919,3052.7818423378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",310.215811068342,2057.09651430102,2941.62727948542,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",767.267691613336,1687.91209661518,3297.1782544244,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",439.799842889934,2333.32224324719,2886.06735518629,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"oe",509.59184708467,1741.49587067423,2667.54072441208,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",446.625913554017,2175.08461913992,2816.60393292895,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",903.635456441695,1706.11979409793,3231.84261978497,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",689.922892924873,1908.72505790033,2889.2887267382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",423.855422478445,2181.71647455521,3044.21063640033,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",404.465666908179,2267.30889150013,2881.90460995891,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"oe",508.48389933892,1945.69072647043,3212.05858113613,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",443.792441894146,2111.06354314876,3037.9237000267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"oe",505.88398357783,1834.39005395725,2868.51866283949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",423.766848417981,2176.3838729063,2966.55190713986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",349.208302089442,2419.88281957323,2875.14644224345,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"oe",486.756058211169,1587.24328538849,2775.77333475415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",408.829672037902,2060.42301565587,2681.00355058262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",449.06184538741,2330.44873230464,2925.41887027493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",867.695243087008,1694.97449925768,3024.61236328985,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ue",283.444183259283,2206.10665336991,3069.5210149409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",420.866596907516,2235.20016191465,2761.3755939048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",289.876699740575,2387.18419574197,3269.94759604067,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",366.086162692708,2234.70252615372,2928.97239558889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",516.154589926998,2169.13450935146,3203.22870912683,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",291.030009857448,2594.80623447467,3492.10579676857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",471.518654031028,2412.02270680435,3189.51797868039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",428.154668122515,2070.46332641936,2932.96571739873,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",322.828029688392,2146.88276659124,2989.01965116569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",460.4714532568,2234.32917526589,2983.60882335303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",299.149441579416,2320.83212648348,3042.23339446403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",367.563155726921,2383.45448586407,2885.06792399927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",337.380090418151,2005.9090570455,2994.28045044382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",375.274430297117,2269.8623371487,2850.08627343209,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ue",286.472645170608,1987.09066061383,2769.41872241108,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",431.906825979492,2179.79364890527,2917.7312902929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",798.908671909403,1823.4075319856,3068.3303022835,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",499.527639064074,1866.56196929059,3092.73687919635,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",860.196569766536,1600.88047141302,3021.16428930361,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",399.932724557498,2530.91593683225,2949.99205950134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",611.384450118833,1916.86728237174,2918.01545168966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",823.606372952623,1752.69738362591,2843.36274255487,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",622.298586629105,1949.26873570457,3198.82707889796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",853.550568812772,1586.98893090666,3021.66102413444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",447.788362800832,2306.41997751557,2980.7431804137,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",347.432996108634,2370.5384995243,2939.60401190691,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ue",290.167210497404,2131.81213457516,2682.6935799865,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",460.612025080178,2361.13962459213,2975.67019488283,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"oe",619.659961795518,1551.41469703914,3281.01947583238,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",790.621416557446,1791.32865034735,2860.30070134495,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",551.495300680601,2095.83993883563,3088.28480813068,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",337.077491943239,2526.94440804341,3107.12212902267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",516.832064294788,1814.95556062496,2963.33034887501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",327.492730025311,2434.81291850877,3055.29134099005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",411.156309889802,2461.83097198208,3109.61970159047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",337.220160802913,2632.33549170286,3364.5998227434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",363.729407813695,2561.44221838262,3011.19517053363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",840.851621041423,1740.82976002422,2858.34536872157,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",452.283486480725,2335.1948066047,2646.03585344349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",438.529332737009,2064.5877696596,2916.73876578043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",293.881904044464,2462.73835289987,2984.71030578843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"iy",326.385660895968,2044.70374407268,2869.75152628938,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ue",280.962005389727,2016.6058865152,2881.39825238261,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ue",380.211098963039,1884.63860314531,2895.8609386195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ee",540.168141691889,2199.69723525121,3132.01791072729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",349.435754059851,2641.90722549383,3090.852018425,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",498.841189299334,1971.64602948761,3065.72177147607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",530.960385877592,2190.83223185051,2958.57377733156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",874.940175784903,1747.2658647763,3168.27830288497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",281.590564407968,2288.53614050993,2928.75067969306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",453.546361533311,2569.79845864116,3216.92726008459,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",356.242157236395,2080.83530640252,2775.30672364856,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",329.922229638432,2194.5840780788,2954.72963904232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",573.666000949342,1630.97480574375,2873.48552372632,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",365.229112092671,2587.02296258251,3364.71122607987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",379.872444170964,2550.26301271855,3137.26521456566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",586.520810398809,2180.75621330955,2796.31129504927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",677.686098173177,2151.01029540965,2906.43960962512,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",306.40677881303,1989.51395402384,2943.78053597713,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",511.402071521707,2498.97774762821,2898.20764652222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",310.427667213211,2477.23251372897,3219.35706015493,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",320.935360006608,2477.43142483663,3005.23676095077,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",406.487161503499,2585.35731993938,3194.59183998908,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",455.174476543111,2165.44078608952,2944.83213072181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",385.792409357028,2157.70320646843,2858.74688874073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",509.932216689084,2077.47170987862,2864.83944049656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",356.097749995791,2363.76580159704,3201.55137779056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",293.577777009439,2419.77205007972,3214.05384245383,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",332.327599509791,2729.93318010899,2831.20018547112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",307.369610144596,2463.05394934333,2971.31034013516,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",309.154508911807,2178.88324548479,2720.5007456032,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",469.264626244908,2415.90047239124,3066.50521878652,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",434.846015991776,2630.05100191443,3119.66661422788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",624.509624123148,2110.2822511129,2845.66156918828,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",802.40330057811,1674.2975270496,2764.01740512327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",612.22580122497,2244.03418206705,3077.67974799833,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",326.761305809785,2500.47963099058,2903.43198493268,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",283.113098102955,1911.89512082503,2958.85430100713,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",557.913223097229,2085.12962198904,2964.48184647567,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",397.964991987274,1907.68551114873,2908.12731097563,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ue",397.01386405955,1909.58127666479,2931.66154032946,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",711.528175449661,2051.51737340555,2876.34094121515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ue",329.049581737627,2153.48656469007,3355.37045857705,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ue",171.266334312227,2282.96803833989,2958.51524758746,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ee",511.6212197981,2317.30317572086,2956.50463019846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"iy",507.095163042425,2057.97952672355,2839.70644416635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ue",290.663576365385,2004.12952984443,3026.52180798347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ue",239.090869490902,2348.79237283775,2999.53885367884,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
