"PHON" "F1" "F2" "F3" "T1" "T2" "v" "v.1" "v.2" "v.3" "v.4" "v.5" "v.6" "v.7" "v.8" "v.9" "v.10" "v.11" "v.12" "v.13" "v.14" "v.15" "v.16" "v.17" "v.18" "v.19" "v.20" "v.21" "v.22" "v.23" "v.24" "v.25"
"iy" 349.795348382398 2412.88025251907 3097.15266634722 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 383.946272860929 2727.84824953711 3134.22252417917 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 396.111939815738 2193.11507070615 2931.20500464168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 351.37230238719 2465.01184530836 3149.25614717403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 332.506732632364 2668.67744228425 3317.31583476456 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 316.733718147764 2519.26638782575 3312.81533238796 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 498.680118879963 2429.53396217886 2969.24785312907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 411.33350657178 2093.2590571403 2984.60942480997 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 587.656880311756 1617.72866215332 2766.76585885997 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 339.926071840469 2593.94804849121 3081.95290185226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 360.588186216433 2178.75161689222 2968.00296316383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 309.671802176845 2210.53642686366 3102.24737460341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 346.588605997363 2641.42840307671 2821.93511694767 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 330.645306772091 2512.53609501438 3045.11643748321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 344.994307970325 2830.07212877555 3287.53350333602 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 407.759076088812 2492.95663703208 2997.06387415751 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 330.425192105358 2258.13752436356 3038.21590485296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 565.19451363491 2371.65441016528 2956.35067460404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 594.493410297282 1478.81544539264 2845.12685456894 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 333.092846412078 2404.18504620365 2949.80169764144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 409.902335186214 2505.72765627364 2930.89046228258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 351.822062584589 2586.36774119842 3149.74747895102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 535.575161284296 2115.78937432091 3035.07600694876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 386.063432968892 2316.15558494917 2875.33376274331 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 420.804432788203 1786.15796041876 2896.22222961298 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 392.272052597086 2190.43339500619 3037.89162306477 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 413.174545628718 1771.64246997928 3137.81321580706 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 426.207674893555 2229.35071574057 3135.09800941003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 482.012547606307 2177.09479580876 3000.71774241185 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 444.783713786507 1985.46301273491 3061.35311009891 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 345.448732077587 1983.73049524926 2988.38762021047 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 334.791573318399 2529.35462243937 3113.35380423688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 467.208180020713 2487.66114283501 2872.79301617179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 447.984753888108 2088.53630743774 2739.91004876997 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 387.88497797848 2472.52205607004 2727.87174161971 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 516.367091399208 2340.49042415177 2830.02051668221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 344.225368160729 2174.10807961661 2912.67289779043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 494.69545981508 2183.62762552526 2902.1778278032 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 322.258282606976 2189.67322310853 3092.47575303248 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 322.592261347579 2536.06243113007 3230.9791506044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 513.731790054663 2231.32952728511 2868.86970177525 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 497.387073933464 1888.98471867576 2957.12144857343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 326.133124145613 2596.3228892615 3130.97209031788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 373.416532081174 1790.39225530068 2751.75846368829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 358.494945358465 1978.80766839346 2949.19552301852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 484.043047530765 1696.7502860785 3227.53641621053 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 430.065924200828 2336.12026316669 3005.82045929438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 583.340564054977 2329.89959198198 2995.23861238939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 502.757721013296 2135.99153763184 2840.43631328645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 379.028198342759 2226.60943944505 3002.05198721269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 499.498579920411 1881.48700179886 2760.08029105962 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 570.682754743677 2225.24031816249 3073.69658291214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 467.380919213066 2249.59808887173 3002.49639328589 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 515.46664299735 1949.40513412103 2668.74408511289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 544.650465473511 1710.39176129928 2983.16994340013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 336.086199042251 2684.15542674414 3215.27172120165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 533.748334618212 1623.91255389506 2819.10957620248 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 333.198966204879 2275.9769487643 2739.56308389691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 511.762211429859 1431.77484047682 2910.24807187747 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 363.439836479058 1814.65691114747 2773.91382687522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 336.111598190805 2530.85747126124 3032.32377398727 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 329.835518651785 2511.79773074708 3187.90537876649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 311.539055312969 2604.09097127816 3283.77934477911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 328.371348411669 2359.37657653173 3041.19050668942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 423.106122798234 1921.39016686635 2974.13565152779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 368.482414908273 2061.98559364178 3025.90375303931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 331.776750631262 2825.41889591613 3468.27787248152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 370.136051027924 2676.52114670582 3143.24638307735 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 342.816036633969 2207.18650864585 2816.68874485762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 426.18826486265 2345.17227569165 2920.62926794291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 349.218107227184 2749.62243252745 3007.95670574201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 489.240070558054 2272.79464028364 2463.80270921588 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 495.950011688049 2403.75612457777 2996.75547788704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 313.004215076625 2489.21288052008 3039.07275272074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 422.207385979902 2642.66857362929 2861.85932901797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 546.8866864312 1455.07251129453 2942.40922955992 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 506.240506923335 2210.73357625106 2975.26678482144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 504.619594347326 2278.60301708348 3106.62920474583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 364.269203952993 2598.64247961961 3071.49978375194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 296.769798062825 2026.99871602045 2789.64581498011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 324.873483418189 1840.85040323131 2933.53198906186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 478.535521405803 2491.43266529499 3110.92877014462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 332.884555291488 2713.07538967851 3187.90074414493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 461.62490161864 2178.74216559492 3005.16126483129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 427.27073534016 2533.55664997497 3186.61048247789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 456.821280856604 2534.28392028916 3040.37572115858 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 439.366586980924 2602.58376946412 3276.55543511974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 456.682282838185 2292.64784055215 3148.31969167194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 437.992639003287 1978.25197051264 3061.46872700055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 361.025850182168 2013.43220256816 3038.8551431207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 311.676347200624 2202.28943624309 3196.92615618426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 342.067058345519 2061.60398462476 3042.83395345716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 366.880868326225 1981.87443115259 3009.12439359182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 584.529081347163 1476.32993095017 2730.2206348376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 473.985864806621 2360.60469783138 2917.91672333049 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 463.010520422284 1622.88046616412 2854.70503231056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 452.641174148698 2215.55226377745 3186.648047162 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 436.625887762 2294.30586665249 3052.2984949221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 358.849475291107 2360.7829276883 3014.12692333682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 525.609757221733 1984.37132161642 2791.43147256594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 545.687466775668 1638.26399903376 2827.4125357571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 512.025549044712 2021.91833347667 3019.78410114595 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 425.468305395758 2457.96760486683 3033.86602625159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 448.804549880024 2498.28675824771 3130.81951943085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 397.1277242693 2309.88269782071 3055.48628147883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 386.745290273775 2444.33786071262 3271.39585828267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 440.795032841435 2326.16562770671 3133.22172603445 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 398.566633181675 2102.20361169421 3075.88975299332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 562.461372450958 1503.38425301008 2953.28748648447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 450.161128786299 2055.65587474976 2922.08465435165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 594.307054559217 2093.36480709727 2970.39616370845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 519.683993178904 2337.88919707434 2928.72620492923 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 335.946024140598 2629.81390089836 3281.83602180724 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 335.311022029521 2367.87806304565 3077.84281912754 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 353.701235991994 2595.80986732921 2808.97420795241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 388.212005307335 2156.928130062 2999.07444804677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 405.830898404357 2716.01604695412 3154.4373806662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 498.894900408842 2578.55038181158 2734.98536387688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 446.796746941934 2160.85894301955 2949.63578247649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 540.5346167802 1884.78610096318 3441.89648820651 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 557.974321995467 1522.68505191495 2788.76512322314 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 359.707054901336 1962.68224554227 2843.56956906723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 493.489751136908 2461.9953968827 3069.85548198561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 334.896645928544 2587.31723175528 2794.23049261173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 438.404291110739 2258.64436652747 3072.38798698268 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 518.282099162994 2170.46929014698 3004.40733194064 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 314.610435698066 2614.49078449579 3592.01963795584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 341.494189575298 2237.56672463031 2789.10662411241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 354.416305292741 2556.2139801802 3187.96333451025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 502.780443074974 2349.82122687969 3054.74263547937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 370.692150102289 2708.45068948385 3109.00848253575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 560.960414511332 2232.4546772287 3143.26882696882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 372.075292148659 2521.56975542781 3149.08901906494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 521.469853833504 2046.05838927377 2936.36727044337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 443.1846214855 2445.87221193385 3175.30844239597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 459.28570897826 1982.70309810416 3025.65258426281 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 542.343250665804 2105.01264016117 2837.21542458716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 482.185533963124 2274.2049675674 3194.92178166269 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 450.920440127084 2528.20574319252 3000.7106071475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 395.586558973773 2541.20950215301 3166.39972943907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 417.397727617226 2139.27453819188 3015.35089530715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 366.139811145478 2124.4320571581 2930.53704253491 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 391.186866343742 2061.28384589648 2949.32736657024 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 393.270660837412 1939.07416354205 2903.84603272881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 484.098198612837 1808.4376665662 2900.101592449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 349.054075591357 2448.95987298436 3167.25636557536 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 382.500910440936 1906.87249407352 2952.49986928111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 305.225158011754 2576.51347553202 3190.55429607149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 461.58241565493 1644.47293765664 3001.63268237986 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 545.254124836051 2203.10407797337 2845.63345982289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 405.134906563021 2614.29438882175 3173.68451238547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 424.77008397903 2354.8417687397 3093.83880724305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 319.606657315599 2427.00514989954 3082.1860533068 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 335.525655965091 2196.59671869721 3018.98032555754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 308.738225099883 2172.5453128101 2900.72328979019 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 381.530375730871 2052.53317546835 2898.50035748151 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 486.128556085339 2215.87498831971 2939.01793888299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 599.248603483754 1349.41927717477 2803.98350481378 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 408.149152608256 2700.93405837671 2871.8057825455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 518.691320588165 2421.60074832426 3240.85530399083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 327.841522513728 1977.26324574897 3075.292043473 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 296.817570818535 2702.29774965799 3372.77192802704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 386.652074773836 2359.38156958914 2934.45471881091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 398.510081978218 2306.76946738325 3119.63654741852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
